,label
2998,7
2999,7
3000,1
3001,9
3002,1
3003,4
3004,7
3005,1
3006,1
3007,3
3008,3
3009,0
3010,7
3011,2
3012,3
3013,3
3014,5
3015,7
3016,3
3017,5
3018,3
3019,1
3020,5
3021,8
3022,7
3023,3
3024,5
3025,4
3026,8
3027,9
3028,4
3029,3
3030,1
3031,0
3032,6
3033,8
3034,1
3035,0
3036,6
3037,7
3038,5
3039,8
3040,8
3041,1
3042,8
3043,8
3044,9
3045,3
3046,4
3047,1
3048,2
3049,9
3050,1
3051,7
3052,5
3053,7
3054,3
3055,9
3056,4
3057,4
3058,2
3059,8
3060,1
3061,3
3062,0
3063,3
3064,2
3065,5
3066,1
3067,3
3068,9
3069,5
3070,7
3071,9
3072,4
3073,8
3074,1
3075,4
3076,7
3077,4
3078,4
3079,5
3080,9
3081,1
3082,9
3083,4
3084,3
3085,8
3086,8
3087,5
3088,9
3089,0
3090,5
3091,6
3092,8
3093,1
3094,0
3095,2
3096,8
3097,0
3098,7
3099,4
3100,8
3101,3
3102,8
3103,3
3104,2
3105,5
3106,0
3107,5
3108,5
3109,2
3110,2
3111,3
3112,4
3113,8
3114,7
3115,6
3116,8
3117,5
3118,8
3119,7
3120,6
3121,9
3122,5
3123,3
3124,7
3125,8
3126,1
3127,8
3128,2
3129,9
3130,3
3131,2
3132,6
3133,6
3134,4
3135,9
3136,8
3137,3
3138,2
3139,9
3140,8
3141,3
3142,7
3143,3
3144,1
3145,2
3146,0
3147,2
3148,9
3149,6
3150,2
3151,0
3152,0
3153,9
3154,1
3155,8
3156,9
3157,1
3158,5
3159,6
3160,4
3161,3
3162,2
3163,0
3164,7
3165,0
3166,9
3167,3
3168,3
3169,6
3170,0
3171,5
3172,5
3173,6
3174,9
3175,1
3176,3
3177,0
3178,3
3179,9
3180,1
3181,0
3182,8
3183,2
3184,4
3185,0
3186,1
3187,5
3188,7
3189,4
3190,7
3191,4
3192,6
3193,5
3194,0
3195,9
3196,4
3197,1
3198,5
3199,9
3200,0
3201,9
3202,3
3203,4
3204,0
3205,6
3206,7
3207,9
3208,5
3209,7
3210,8
3211,1
3212,3
3213,8
3214,9
3215,5
3216,2
3217,4
3218,2
3219,3
3220,1
3221,0
3222,4
3223,7
3224,4
3225,2
3226,3
3227,9
3228,8
3229,8
3230,2
3231,9
3232,1
3233,4
3234,0
3235,6
3236,4
3237,3
3238,8
3239,8
3240,4
3241,1
3242,9
3243,6
3244,2
3245,8
3246,9
3247,8
3248,8
3249,9
3250,3
3251,0
3252,1
3253,3
3254,3
3255,8
3256,1
3257,2
3258,4
3259,6
3260,2
3261,6
3262,6
3263,1
3264,3
3265,1
3266,9
3267,5
3268,1
3269,4
3270,0
3271,4
3272,2
3273,1
3274,1
3275,3
3276,0
3277,1
3278,0
3279,3
3280,1
3281,3
3282,9
3283,1
3284,9
3285,9
3286,3
3287,1
3288,3
3289,0
3290,2
3291,6
3292,8
3293,3
3294,5
3295,9
3296,2
3297,7
3298,0
3299,0
3300,1
3301,8
3302,1
3303,0
3304,4
3305,8
3306,1
3307,0
3308,2
3309,9
3310,5
3311,7
3312,2
3313,2
3314,8
3315,8
3316,7
3317,0
3318,2
3319,0
3320,3
3321,1
3322,6
3323,5
3324,3
3325,4
3326,3
3327,7
3328,9
3329,3
3330,0
3331,7
3332,5
3333,5
3334,0
3335,7
3336,5
3337,7
3338,8
3339,7
3340,2
3341,0
3342,2
3343,9
3344,5
3345,2
3346,0
3347,1
3348,7
3349,6
3350,2
3351,7
3352,3
3353,8
3354,4
3355,4
3356,3
3357,5
3358,9
3359,6
3360,8
3361,2
3362,1
3363,1
3364,3
3365,6
3366,6
3367,0
3368,6
3369,5
3370,1
3371,9
3372,3
3373,5
3374,5
3375,8
3376,7
3377,3
3378,0
3379,1
3380,8
3381,8
3382,9
3383,5
3384,5
3385,4
3386,0
3387,7
3388,8
3389,7
3390,3
3391,8
3392,5
3393,6
3394,3
3395,6
3396,4
3397,8
3398,0
3399,1
3400,3
3401,9
3402,4
3403,3
3404,2
3405,1
3406,9
3407,6
3408,2
3409,5
3410,8
3411,8
3412,7
3413,1
3414,9
3415,6
3416,4
3417,9
3418,1
3419,9
3420,0
3421,4
3422,7
3423,9
3424,8
3425,7
3426,9
3427,1
3428,3
3429,5
3430,0
3431,3
3432,0
3433,6
3434,6
3435,7
3436,5
3437,8
3438,2
3439,9
3440,4
3441,7
3442,6
3443,1
3444,9
3445,0
3446,5
3447,4
3448,6
3449,6
3450,1
3451,8
3452,6
3453,8
3454,0
3455,4
3456,5
3457,2
3458,0
3459,6
3460,5
3461,2
3462,3
3463,0
3464,7
3465,8
3466,7
3467,9
3468,0
3469,0
3470,2
3471,3
3472,0
3473,6
3474,7
3475,9
3476,7
3477,3
3478,6
3479,1
3480,8
3481,2
3482,5
3483,8
3484,0
3485,1
3486,3
3487,9
3488,1
3489,7
3490,3
3491,0
3492,5
3493,1
3494,5
3495,7
3496,0
3497,7
3498,1
3499,0
3500,4
3501,9
3502,9
3503,4
3504,8
3505,6
3506,0
3507,0
3508,1
3509,6
3510,7
3511,0
3512,8
3513,6
3514,5
3515,4
3516,2
3517,8
3518,9
3519,2
3520,7
3521,8
3522,9
3523,0
3524,8
3525,2
3526,1
3527,0
3528,4
3529,5
3530,1
3531,2
3532,8
3533,8
3534,4
3535,6
3536,9
3537,6
3538,8
3539,4
3540,9
3541,2
3542,2
3543,5
3544,3
3545,1
3546,4
3547,3
3548,9
3549,7
3550,2
3551,2
3552,4
3553,6
3554,6
3555,2
3556,4
3557,4
3558,9
3559,7
3560,4
3561,1
3562,4
3563,5
3564,4
3565,8
3566,2
3567,2
3568,4
3569,9
3570,7
3571,3
3572,8
3573,3
3574,6
3575,6
3576,9
3577,9
3578,9
3579,4
3580,6
3581,7
3582,0
3583,9
3584,9
3585,9
3586,4
3587,1
3588,6
3589,2
3590,9
3591,9
3592,8
3593,1
3594,7
3595,1
3596,0
3597,4
3598,0
3599,2
3600,6
3601,1
3602,7
3603,4
3604,7
3605,0
3606,6
3607,6
3608,1
3609,5
3610,9
3611,4
3612,9
3613,8
3614,3
3615,2
3616,5
3617,6
3618,9
3619,2
3620,3
3621,9
3622,4
3623,9
3624,7
3625,8
3626,2
3627,3
3628,0
3629,4
3630,9
3631,6
3632,9
3633,6
3634,8
3635,5
3636,6
3637,0
3638,0
3639,9
3640,1
3641,8
3642,3
3643,3
3644,0
3645,7
3646,7
3647,6
3648,8
3649,8
3650,9
3651,5
3652,9
3653,9
3654,8
3655,3
3656,2
3657,7
3658,5
3659,4
3660,1
3661,9
3662,6
3663,4
3664,4
3665,4
3666,7
3667,6
3668,9
3669,1
3670,4
3671,4
3672,2
3673,7
3674,2
3675,6
3676,4
3677,4
3678,1
3679,8
3680,7
3681,7
3682,4
3683,8
3684,4
3685,6
3686,4
3687,6
3688,0
3689,6
3690,6
3691,1
3692,2
3693,0
3694,4
3695,9
3696,4
3697,7
3698,7
3699,8
3700,6
3701,7
3702,7
3703,5
3704,7
3705,4
3706,8
3707,0
3708,6
3709,6
3710,6
3711,6
3712,6
3713,8
3714,8
3715,4
3716,2
3717,2
3718,3
3719,8
3720,6
3721,4
3722,2
3723,8
3724,9
3725,8
3726,5
3727,8
3728,2
3729,8
3730,6
3731,8
3732,1
3733,8
3734,3
3735,1
3736,2
3737,3
3738,7
3739,2
3740,9
3741,5
3742,6
3743,7
3744,4
3745,9
3746,9
3747,7
3748,1
3749,2
3750,3
3751,4
3752,6
3753,1
3754,9
3755,7
3756,4
3757,5
3758,1
3759,9
3760,6
3761,3
3762,4
3763,1
3764,9
3765,7
3766,1
3767,0
3768,7
3769,3
3770,3
3771,3
3772,7
3773,3
3774,3
3775,8
3776,4
3777,3
3778,8
3779,8
3780,8
3781,7
3782,3
3783,9
3784,6
3785,2
3786,3
3787,3
3788,3
3789,6
3790,5
3791,1
3792,1
3793,1
3794,3
3795,1
3796,4
3797,1
3798,7
3799,1
3800,8
3801,8
3802,9
3803,9
3804,9
3805,6
3806,3
3807,2
3808,2
3809,9
3810,2
3811,2
3812,5
3813,3
3814,7
3815,4
3816,6
3817,2
3818,7
3819,7
3820,2
3821,6
3822,6
3823,3
3824,5
3825,3
3826,6
3827,1
3828,7
3829,0
3830,3
3831,8
3832,7
3833,3
3834,2
3835,3
3836,6
3837,3
3838,4
3839,3
3840,6
3841,3
3842,7
3843,3
3844,3
3845,2
3846,5
3847,2
3848,8
3849,1
3850,7
3851,1
3852,2
3853,0
3854,5
3855,3
3856,0
3857,4
3858,0
3859,0
3860,0
3861,2
3862,1
3863,9
3864,0
3865,8
3866,7
3867,9
3868,3
3869,8
3870,9
3871,7
3872,0
3873,2
3874,2
3875,1
3876,1
3877,9
3878,2
3879,3
3880,5
3881,1
3882,4
3883,6
3884,1
3885,8
3886,4
3887,7
3888,1
3889,2
3890,5
3891,7
3892,4
3893,7
3894,7
3895,8
3896,8
3897,4
3898,8
3899,1
3900,3
3901,5
3902,1
3903,1
3904,6
3905,2
3906,4
3907,9
3908,0
3909,7
3910,3
3911,8
3912,0
3913,0
3914,3
3915,1
3916,3
3917,3
3918,6
3919,5
3920,3
3921,9
3922,1
3923,5
3924,2
3925,9
3926,7
3927,1
3928,9
3929,3
3930,2
3931,5
3932,2
3933,0
3934,4
3935,5
3936,4
3937,6
3938,8
3939,8
3940,6
3941,1
3942,0
3943,6
3944,5
3945,6
3946,9
3947,2
3948,1
3949,8
3950,7
3951,8
3952,1
3953,6
3954,9
3955,5
3956,1
3957,3
3958,7
3959,6
3960,7
3961,7
3962,9
3963,3
3964,3
3965,1
3966,2
3967,0
3968,3
3969,7
3970,5
3971,9
3972,1
3973,8
3974,9
3975,6
3976,4
3977,9
3978,8
3979,6
3980,1
3981,7
3982,0
3983,3
3984,0
3985,4
3986,2
3987,2
3988,8
3989,2
3990,7
3991,6
3992,5
3993,7
3994,4
3995,4
3996,9
3997,7
3998,0
3999,2
4000,7
4001,2
4002,1
4003,2
4004,5
4005,1
4006,8
4007,3
4008,8
4009,4
4010,2
4011,1
4012,1
4013,4
4014,1
4015,7
4016,8
4017,7
4018,5
4019,1
4020,9
4021,9
4022,9
4023,1
4024,9
4025,4
4026,9
4027,9
4028,7
4029,7
4030,6
4031,2
4032,0
4033,5
4034,8
4035,5
4036,8
4037,6
4038,0
4039,2
4040,3
4041,1
4042,0
4043,5
4044,1
4045,7
4046,0
4047,7
4048,9
4049,7
4050,1
4051,9
4052,4
4053,5
4054,7
4055,6
4056,5
4057,1
4058,9
4059,5
4060,1
4061,8
4062,2
4063,1
4064,3
4065,1
4066,7
4067,9
4068,3
4069,9
4070,2
4071,3
4072,5
4073,3
4074,0
4075,5
4076,9
4077,8
4078,0
4079,8
4080,6
4081,8
4082,4
4083,0
4084,0
4085,7
4086,3
4087,8
4088,8
4089,6
4090,9
4091,3
4092,5
4093,3
4094,8
4095,6
4096,1
4097,1
4098,3
4099,1
4100,8
4101,3
4102,0
4103,1
4104,7
4105,2
4106,6
4107,9
4108,1
4109,6
4110,6
4111,5
4112,9
4113,9
4114,6
4115,2
4116,1
4117,0
4118,0
4119,6
4120,2
4121,4
4122,8
4123,4
4124,5
4125,0
4126,4
4127,3
4128,6
4129,8
4130,4
4131,2
4132,2
4133,8
4134,7
4135,6
4136,0
4137,9
4138,1
4139,9
4140,9
4141,8
4142,4
4143,1
4144,9
4145,6
4146,7
4147,1
4148,9
4149,8
4150,1
4151,8
4152,5
4153,3
4154,3
4155,4
4156,4
4157,8
4158,7
4159,3
4160,3
4161,9
4162,0
4163,0
4164,0
4165,8
4166,6
4167,1
4168,7
4169,1
4170,5
4171,8
4172,1
4173,7
4174,1
4175,4
4176,7
4177,5
4178,3
4179,7
4180,4
4181,5
4182,6
4183,5
4184,0
4185,6
4186,6
4187,2
4188,8
4189,9
4190,8
4191,2
4192,1
4193,3
4194,5
4195,4
4196,2
4197,7
4198,7
4199,5
4200,8
4201,5
4202,6
4203,2
4204,2
4205,7
4206,6
4207,1
4208,4
4209,7
4210,6
4211,2
4212,0
4213,2
4214,3
4215,8
4216,5
4217,2
4218,7
4219,4
4220,7
4221,2
4222,3
4223,6
4224,1
4225,6
4226,3
4227,4
4228,3
4229,6
4230,6
4231,4
4232,0
4233,8
4234,1
4235,0
4236,0
4237,5
4238,2
4239,4
4240,5
4241,1
4242,5
4243,2
4244,7
4245,9
4246,6
4247,8
4248,4
4249,3
4250,8
4251,4
4252,3
4253,2
4254,7
4255,8
4256,6
4257,2
4258,3
4259,1
4260,7
4261,3
4262,1
4263,2
4264,4
4265,0
4266,1
4267,8
4268,8
4269,9
4270,2
4271,3
4272,3
4273,0
4274,8
4275,0
4276,6
4277,0
4278,2
4279,6
4280,0
4281,8
4282,4
4283,3
4284,2
4285,7
4286,7
4287,3
4288,7
4289,9
4290,9
4291,2
4292,0
4293,4
4294,6
4295,4
4296,2
4297,2
4298,6
4299,8
4300,0
4301,5
4302,1
4303,9
4304,4
4305,0
4306,7
4307,8
4308,4
4309,2
4310,4
4311,6
4312,3
4313,9
4314,7
4315,2
4316,5
4317,2
4318,9
4319,4
4320,5
4321,7
4322,7
4323,7
4324,4
4325,5
4326,5
4327,3
4328,9
4329,3
4330,9
4331,9
4332,7
4333,5
4334,8
4335,8
4336,9
4337,5
4338,5
4339,4
4340,3
4341,0
4342,7
4343,7
4344,6
4345,6
4346,3
4347,8
4348,5
4349,5
4350,5
4351,4
4352,6
4353,9
4354,1
4355,7
4356,2
4357,7
4358,3
4359,7
4360,3
4361,5
4362,6
4363,7
4364,8
4365,2
4366,8
4367,9
4368,0
4369,6
4370,2
4371,3
4372,6
4373,4
4374,8
4375,4
4376,2
4377,6
4378,4
4379,1
4380,4
4381,1
4382,2
4383,8
4384,4
4385,6
4386,5
4387,6
4388,1
4389,6
4390,1
4391,4
4392,3
4393,3
4394,8
4395,2
4396,5
4397,9
4398,0
4399,9
4400,1
4401,5
4402,9
4403,7
4404,1
4405,1
4406,0
4407,9
4408,3
4409,1
4410,7
4411,7
4412,6
4413,6
4414,8
4415,2
4416,7
4417,9
4418,7
4419,2
4420,9
4421,3
4422,5
4423,3
4424,8
4425,8
4426,9
4427,0
4428,9
4429,9
4430,6
4431,2
4432,7
4433,0
4434,2
4435,4
4436,3
4437,7
4438,5
4439,2
4440,7
4441,1
4442,9
4443,8
4444,8
4445,3
4446,2
4447,4
4448,7
4449,4
4450,1
4451,9
4452,4
4453,7
4454,7
4455,9
4456,4
4457,8
4458,0
4459,4
4460,3
4461,0
4462,7
4463,9
4464,2
4465,6
4466,4
4467,3
4468,1
4469,7
4470,8
4471,9
4472,5
4473,4
4474,2
4475,4
4476,2
4477,6
4478,0
4479,0
4480,7
4481,0
4482,2
4483,1
4484,8
4485,1
4486,3
4487,9
4488,8
4489,9
4490,2
4491,4
4492,3
4493,0
4494,9
4495,1
4496,7
4497,9
4498,7
4499,2
4500,8
4501,4
4502,4
4503,0
4504,5
4505,6
4506,6
4507,3
4508,6
4509,3
4510,1
4511,6
4512,0
4513,1
4514,6
4515,1
4516,8
4517,7
4518,0
4519,3
4520,7
4521,6
4522,2
4523,2
4524,6
4525,5
4526,1
4527,6
4528,3
4529,2
4530,2
4531,7
4532,4
4533,6
4534,4
4535,6
4536,9
4537,6
4538,1
4539,7
4540,7
4541,4
4542,0
4543,8
4544,2
4545,8
4546,2
4547,7
4548,9
4549,6
4550,2
4551,1
4552,4
4553,6
4554,1
4555,3
4556,1
4557,4
4558,9
4559,9
4560,0
4561,5
4562,3
4563,4
4564,4
4565,7
4566,3
4567,8
4568,5
4569,5
4570,4
4571,8
4572,0
4573,9
4574,6
4575,4
4576,7
4577,2
4578,4
4579,8
4580,4
4581,4
4582,4
4583,9
4584,8
4585,8
4586,0
4587,7
4588,3
4589,7
4590,3
4591,2
4592,8
4593,7
4594,7
4595,6
4596,9
4597,4
4598,5
4599,3
4600,2
4601,0
4602,4
4603,0
4604,6
4605,1
4606,6
4607,9
4608,7
4609,0
4610,3
4611,2
4612,4
4613,1
4614,3
4615,7
4616,9
4617,5
4618,8
4619,3
4620,8
4621,9
4622,9
4623,2
4624,9
4625,0
4626,0
4627,8
4628,9
4629,4
4630,6
4631,3
4632,8
4633,5
4634,3
4635,3
4636,2
4637,7
4638,0
4639,1
4640,8
4641,1
4642,0
4643,2
4644,8
4645,9
4646,7
4647,8
4648,3
4649,1
4650,1
4651,4
4652,7
4653,8
4654,2
4655,4
4656,1
4657,3
4658,9
4659,2
4660,7
4661,6
4662,6
4663,7
4664,7
4665,6
4666,5
4667,5
4668,2
4669,7
4670,3
4671,8
4672,6
4673,2
4674,7
4675,2
4676,8
4677,6
4678,6
4679,9
4680,6
4681,9
4682,8
4683,4
4684,6
4685,1
4686,3
4687,7
4688,8
4689,1
4690,4
4691,6
4692,3
4693,2
4694,1
4695,1
4696,0
4697,7
4698,9
4699,0
4700,9
4701,3
4702,3
4703,7
4704,3
4705,3
4706,0
4707,0
4708,8
4709,2
4710,9
4711,7
4712,7
4713,2
4714,6
4715,6
4716,4
4717,3
4718,9
4719,5
4720,6
4721,7
4722,8
4723,0
4724,8
4725,1
4726,5
4727,4
4728,9
4729,1
4730,3
4731,8
4732,9
4733,5
4734,6
4735,1
4736,1
4737,2
4738,1
4739,5
4740,6
4741,8
4742,1
4743,6
4744,0
4745,3
4746,2
4747,5
4748,4
4749,0
4750,4
4751,0
4752,9
4753,7
4754,7
4755,2
4756,9
4757,8
4758,3
4759,8
4760,9
4761,0
4762,5
4763,1
4764,6
4765,1
4766,1
4767,2
4768,7
4769,1
4770,2
4771,1
4772,9
4773,4
4774,6
4775,9
4776,3
4777,5
4778,4
4779,5
4780,8
4781,7
4782,7
4783,1
4784,3
4785,5
4786,9
4787,1
4788,3
4789,8
4790,0
4791,2
4792,9
4793,4
4794,6
4795,7
4796,2
4797,1
4798,9
4799,7
4800,9
4801,7
4802,6
4803,5
4804,7
4805,5
4806,2
4807,7
4808,7
4809,6
4810,0
4811,0
4812,3
4813,9
4814,3
4815,8
4816,5
4817,5
4818,4
4819,3
4820,9
4821,5
4822,1
4823,1
4824,9
4825,1
4826,4
4827,6
4828,7
4829,9
4830,2
4831,0
4832,7
4833,5
4834,8
4835,2
4836,3
4837,9
4838,3
4839,4
4840,8
4841,2
4842,6
4843,4
4844,2
4845,8
4846,7
4847,2
4848,0
4849,5
4850,7
4851,5
4852,4
4853,8
4854,8
4855,8
4856,9
4857,1
4858,9
4859,6
4860,4
4861,1
4862,0
4863,7
4864,7
4865,5
4866,6
4867,5
4868,8
4869,3
4870,8
4871,1
4872,8
4873,9
4874,4
4875,2
4876,8
4877,0
4878,7
4879,3
4880,5
4881,4
4882,2
4883,2
4884,8
4885,5
4886,4
4887,0
4888,7
4889,3
4890,8
4891,0
4892,0
4893,8
4894,4
4895,9
4896,3
4897,8
4898,6
4899,3
4900,9
4901,5
4902,8
4903,8
4904,5
4905,4
4906,7
4907,3
4908,8
4909,1
4910,9
4911,1
4912,0
4913,7
4914,4
4915,5
4916,4
4917,5
4918,3
4919,9
4920,2
4921,6
4922,4
4923,7
4924,6
4925,0
4926,9
4927,8
4928,8
4929,6
4930,8
4931,7
4932,0
4933,4
4934,4
4935,7
4936,5
4937,2
4938,2
4939,2
4940,2
4941,4
4942,2
4943,3
4944,7
4945,6
4946,6
4947,0
4948,2
4949,2
4950,4
4951,7
4952,8
4953,3
4954,6
4955,9
4956,8
4957,7
4958,1
4959,7
4960,1
4961,9
4962,5
4963,7
4964,6
4965,7
4966,7
4967,2
4968,6
4969,9
4970,4
4971,8
4972,8
4973,7
4974,1
4975,5
4976,6
4977,4
4978,3
4979,8
4980,2
4981,7
4982,9
4983,9
4984,7
4985,3
4986,1
4987,1
4988,7
4989,1
4990,0
4991,1
4992,7
4993,1
4994,7
4995,4
4996,1
4997,9
4998,9
4999,4
5000,9
5001,1
5002,5
5003,9
5004,4
5005,6
5006,0
5007,4
5008,4
5009,2
5010,9
5011,6
5012,5
5013,0
5014,3
5015,0
5016,5
5017,2
5018,5
5019,2
5020,6
5021,8
5022,7
5023,2
5024,8
5025,7
5026,5
5027,5
5028,5
5029,5
5030,1
5031,0
5032,4
5033,6
5034,9
5035,3
5036,4
5037,3
5038,1
5039,4
5040,3
5041,7
5042,5
5043,5
5044,9
5045,1
5046,1
5047,4
5048,7
5049,0
5050,0
5051,0
5052,6
5053,7
5054,2
5055,7
5056,7
5057,8
5058,4
5059,3
5060,1
5061,9
5062,7
5063,0
5064,7
5065,2
5066,5
5067,6
5068,3
5069,5
5070,5
5071,2
5072,6
5073,9
5074,8
5075,3
5076,5
5077,9
5078,7
5079,6
5080,7
5081,0
5082,7
5083,4
5084,5
5085,6
5086,6
5087,9
5088,5
5089,0
5090,8
5091,2
5092,3
5093,7
5094,0
5095,1
5096,7
5097,2
5098,4
5099,9
5100,4
5101,6
5102,1
5103,6
5104,9
5105,6
5106,5
5107,1
5108,7
5109,3
5110,3
5111,1
5112,0
5113,6
5114,7
5115,7
5116,5
5117,4
5118,6
5119,5
5120,5
5121,5
5122,3
5123,3
5124,1
5125,5
5126,1
5127,1
5128,1
5129,9
5130,4
5131,7
5132,6
5133,1
5134,8
5135,9
5136,1
5137,9
5138,0
5139,9
5140,4
5141,2
5142,3
5143,2
5144,6
5145,2
5146,2
5147,5
5148,4
5149,2
5150,4
5151,1
5152,9
5153,0
5154,4
5155,4
5156,5
5157,7
5158,9
5159,3
5160,8
5161,3
5162,4
5163,4
5164,6
5165,4
5166,1
5167,4
5168,4
5169,7
5170,4
5171,7
5172,8
5173,3
5174,6
5175,8
5176,2
5177,3
5178,3
5179,3
5180,6
5181,1
5182,0
5183,1
5184,0
5185,6
5186,2
5187,7
5188,3
5189,7
5190,9
5191,3
5192,5
5193,8
5194,1
5195,9
5196,8
5197,0
5198,7
5199,1
5200,0
5201,4
5202,3
5203,8
5204,5
5205,0
5206,8
5207,8
5208,8
5209,2
5210,1
5211,1
5212,8
5213,5
5214,7
5215,9
5216,4
5217,3
5218,7
5219,1
5220,6
5221,5
5222,1
5223,3
5224,6
5225,9
5226,7
5227,6
5228,0
5229,1
5230,9
5231,6
5232,2
5233,8
5234,0
5235,2
5236,5
5237,3
5238,5
5239,0
5240,1
5241,5
5242,7
5243,7
5244,4
5245,6
5246,0
5247,1
5248,8
5249,8
5250,8
5251,4
5252,4
5253,1
5254,7
5255,9
5256,9
5257,9
5258,3
5259,8
5260,4
5261,1
5262,3
5263,8
5264,2
5265,2
5266,5
5267,1
5268,5
5269,4
5270,5
5271,6
5272,8
5273,4
5274,9
5275,9
5276,3
5277,1
5278,5
5279,5
5280,5
5281,9
5282,9
5283,3
5284,4
5285,5
5286,8
5287,7
5288,6
5289,8
5290,0
5291,9
5292,1
5293,2
5294,7
5295,3
5296,0
5297,3
5298,5
5299,1
5300,8
5301,6
5302,0
5303,3
5304,7
5305,9
5306,6
5307,8
5308,8
5309,6
5310,4
5311,1
5312,6
5313,4
5314,0
5315,4
5316,2
5317,3
5318,6
5319,8
5320,4
5321,5
5322,1
5323,1
5324,3
5325,3
5326,1
5327,5
5328,0
5329,4
5330,2
5331,8
5332,6
5333,8
5334,3
5335,1
5336,8
5337,1
5338,0
5339,9
5340,4
5341,0
5342,9
5343,8
5344,0
5345,0
5346,2
5347,9
5348,1
5349,1
5350,9
5351,8
5352,2
5353,2
5354,6
5355,0
5356,8
5357,0
5358,4
5359,8
5360,8
5361,1
5362,2
5363,2
5364,5
5365,5
5366,2
5367,0
5368,5
5369,8
5370,0
5371,7
5372,9
5373,4
5374,5
5375,9
5376,2
5377,7
5378,9
5379,3
5380,3
5381,5
5382,7
5383,0
5384,6
5385,0
5386,7
5387,4
5388,9
5389,9
5390,4
5391,2
5392,6
5393,0
5394,2
5395,4
5396,9
5397,4
5398,0
5399,0
5400,1
5401,0
5402,8
5403,9
5404,1
5405,9
5406,7
5407,0
5408,4
5409,8
5410,1
5411,2
5412,6
5413,1
5414,9
5415,5
5416,5
5417,0
5418,3
5419,5
5420,0
5421,7
5422,0
5423,4
5424,2
5425,4
5426,6
5427,9
5428,0
5429,4
5430,0
5431,2
5432,3
5433,4
5434,9
5435,8
5436,3
5437,7
5438,4
5439,6
5440,5
5441,7
5442,0
5443,1
5444,0
5445,1
5446,4
5447,7
5448,9
5449,3
5450,4
5451,6
5452,8
5453,8
5454,4
5455,1
5456,1
5457,7
5458,0
5459,1
5460,2
5461,0
5462,0
5463,3
5464,5
5465,6
5466,1
5467,7
5468,0
5469,3
5470,0
5471,8
5472,8
5473,4
5474,8
5475,8
5476,8
5477,4
5478,4
5479,9
5480,8
5481,5
5482,4
5483,8
5484,3
5485,7
5486,5
5487,3
5488,9
5489,2
5490,9
5491,7
5492,9
5493,3
5494,2
5495,1
5496,0
5497,6
5498,2
5499,4
5500,6
5501,9
5502,5
5503,5
5504,3
5505,3
5506,0
5507,2
5508,5
5509,7
5510,6
5511,3
5512,5
5513,4
5514,5
5515,6
5516,5
5517,9
5518,9
5519,1
5520,0
5521,9
5522,7
5523,0
5524,2
5525,5
5526,3
5527,3
5528,6
5529,7
5530,4
5531,4
5532,2
5533,7
5534,5
5535,8
5536,4
5537,6
5538,0
5539,3
5540,3
5541,6
5542,9
5543,8
5544,2
5545,6
5546,7
5547,4
5548,2
5549,3
5550,6
5551,2
5552,8
5553,0
5554,6
5555,1
5556,3
5557,5
5558,4
5559,2
5560,4
5561,0
5562,3
5563,7
5564,2
5565,0
5566,8
5567,2
5568,8
5569,1
5570,1
5571,2
5572,4
5573,7
5574,0
5575,0
5576,5
5577,4
5578,5
5579,8
5580,5
5581,9
5582,4
5583,9
5584,4
5585,6
5586,1
5587,0
5588,8
5589,3
5590,9
5591,7
5592,8
5593,5
5594,9
5595,3
5596,4
5597,5
5598,0
5599,8
5600,5
5601,0
5602,5
5603,9
5604,2
5605,6
5606,6
5607,2
5608,1
5609,9
5610,4
5611,6
5612,8
5613,2
5614,4
5615,2
5616,2
5617,1
5618,1
5619,6
5620,8
5621,9
5622,8
5623,1
5624,8
5625,6
5626,2
5627,0
5628,9
5629,8
5630,7
5631,6
5632,7
5633,7
5634,7
5635,7
5636,7
5637,1
5638,4
5639,5
5640,4
5641,0
5642,4
5643,2
5644,3
5645,7
5646,1
5647,8
5648,8
5649,0
5650,9
5651,7
5652,4
5653,8
5654,5
5655,9
5656,0
5657,3
5658,3
5659,8
5660,7
5661,0
5662,8
5663,8
5664,3
5665,3
5666,1
5667,6
5668,5
5669,3
5670,1
5671,5
5672,0
5673,4
5674,1
5675,5
5676,2
5677,8
5678,2
5679,8
5680,2
5681,9
5682,9
5683,9
5684,3
5685,4
5686,3
5687,2
5688,3
5689,0
5690,3
5691,0
5692,5
5693,6
5694,7
5695,1
5696,9
5697,3
5698,7
5699,8
5700,1
5701,3
5702,2
5703,2
5704,2
5705,1
5706,4
5707,8
5708,4
5709,5
5710,7
5711,4
5712,2
5713,9
5714,1
5715,4
5716,6
5717,1
5718,0
5719,0
5720,5
5721,3
5722,6
5723,7
5724,4
5725,8
5726,2
5727,5
5728,2
5729,8
5730,8
5731,2
5732,7
5733,4
5734,1
5735,5
5736,7
5737,6
5738,9
5739,1
5740,1
5741,4
5742,0
5743,1
5744,8
5745,6
5746,1
5747,1
5748,9
5749,7
5750,3
5751,0
5752,0
5753,3
5754,6
5755,2
5756,8
5757,8
5758,4
5759,8
5760,6
5761,1
5762,3
5763,5
5764,9
5765,5
5766,1
5767,2
5768,3
5769,2
5770,1
5771,1
5772,3
5773,5
5774,6
5775,4
5776,0
5777,2
5778,0
5779,2
5780,2
5781,6
5782,6
5783,2
5784,7
5785,2
5786,2
5787,8
5788,3
5789,7
5790,4
5791,6
5792,6
5793,2
5794,6
5795,4
5796,3
